Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
478,一碗盐小酱,湖南,female,Lv.29,1177,1400,812,2018-12-21 17:00:00,2019-03-20 02:59:38,feed,圣诞愿望啊，希望和男朋友能得到家人的祝福，可以被认可。然后会有一场被所有亲人祝福的幸福的婚礼，可以简单，但希望收获的都是祝福@Curel珂润,4320518703837005.0,0,0,0
479,MM默默小店,河南,female,Lv.9,182,225,723,2018-12-21 17:00:00,2019-03-20 03:00:00,feed,💰6⃣0⃣包邮🇯🇵花王珂润面霜40g，它拿下17年cosme面霜类第一（高端部门），第1️⃣名珂润，第2️⃣名polaapex，第3️⃣名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的药妆品牌🏅为敏感干燥肌而生的品牌。弱酸性配，🏵日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶​展开全文c,4320514887947527.0,0,0,0
480,永远的_MickeyR,天津和平区,female,Lv.41,4955,1183,14028,2018-12-23 22:14:00,2019-03-20 03:02:51,feed,@永远的_MickeyR：希望2018年圣诞节收获infinity无穷无尽的爱，和@cychoi1011一起去日本旅游，度过难忘的圣诞节🎄🎁，吃🍣刺身，去迪士尼乐园high翻，🤗🤗🤗@cfev@透明的叶子_Gilbert@Curel珂润,4320513742600374.0,0,0,0
481,日本代购西米,海外日本,female,Lv.27,178,373875,7806,2018-12-21 17:00:00,2019-03-20 03:02:53,feed,现货都有日本珂润全套全套🔻Curel珂润🔻孕妇、敏感肌专用！化妆水的质地，清透....上脸很快就被吸收了，很保湿，但是又完全不会油腻。换季和敏感期用最合适不过了。肌肤干燥，起皮的时候用它，最是不错了！水，乳，洁面，面霜都有现货​,4320502841738446.0,0,0,0
482,crazygao9346,浙江杭州,female,Lv.23,286,173,578,2018-12-23 21:26:00,2019-03-20 03:02:58,feed,#双11不差钱#，我在闲鱼发布了【花王Curel珂润深层卸妆蜜130g干燥性敏感肌润浸保湿】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4320496096733829.0,0,0,0
483,日妆代购mac小辣椒口红俄罗斯,澳门,male,Lv.31,329,236896,5936,2018-12-23 21:00:00,2019-03-20 03:03:03,feed,花王CUREL珂润保湿面霜40g干燥敏感肌肤适用，换季就需要这种温和保湿基础的护肤品！这个很能平复躁动不安的肌肤，敏感肌常备这罐，皮肤有问题的时候切换回最单纯基础的保湿往往能改善！,4320484482701512.0,0,0,0
484,澳洲珀斯日韩美淘铺,海外澳大利亚,female,Lv.22,499,252,1972,2018-12-23 20:13:00,2019-03-20 03:03:08,feed,#敏感性皮肤#是一种高度不耐受的皮肤状态，易受到各种因素的m而产生刺痛、烧灼、紧绷、瘙痒等皮肤外观正常或伴有轻度的脱屑、红斑和干燥。主要引起的原因是1、过度清洁2、乱用护肤品3、经常用含有皂基、果酸、水杨酸的产品建议非常敏感肌肤就要尽量避免晒太阳，做好硬防晒，帽子墨镜等，防晒使用物​展开全文c,4320469811390829.0,0,0,0
485,清迈小迷妹,广东深圳,female,Lv.9,2380,1577,10370,2018-12-23 19:15:00,2019-03-20 03:03:11,feed,圣诞愿望：早日学成归国与家人团聚！最温暖的就是留学时候和中国伙伴在美国度过的圣诞节，我为他们准备圣诞大餐，他们送我贴心厨具礼物。圣诞装饰叮叮当，铃儿响叮当。美轮美奂的布置，精致的点缀，美味的大餐。只为我们这些华人在寒冷的冬日度过一个红火的节日，温暖无比@Curel珂润查看图片,4320432712726616.0,1,1,0
486,一颗瓜百,海南海口,male,Lv.9,2636,14990,12516,2018-12-21 17:00:00,2019-03-20 03:03:17,feed,"我的愿望是拥有漂亮的妆容。singleboy,singleboy,singlealltheway,havingpartytogether,andturningintogay.HEY!圣诞快乐。圣诞我要去福利院汇演，给那里的孩子带去不一样的圣诞，愿他们健康快乐成长，希望拥有你们的大奖，给他们带去最完美的演出@Curel珂润查看图片",4320430381127980.0,1,1,0
487,YIIMIKOO女王,陕西西安,female,Lv.31,407,663,3672,2018-12-21 17:00:00,2019-03-20 03:03:19,feed,奕咪蔻～现货🌸日本Curel珂润保湿滋养面霜40g🍒日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme✨评分最高的一款产品，成分在日系✨面霜中算最简洁的，对修复🌿皮脂膜有非常好的功效。本身这个系列就是针对敏感💦干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这​展开全文c,4320429277285386.0,0,0,0
488,多酱多料老北京,北京海淀区,male,Lv.9,3186,14089,14614,2018-12-23 16:34:00,2019-03-20 03:03:22,feed,回想小时候，考双百+家里有结余+老妈心情好+风和日丽+圣诞节=肯德基。长大了才知道家里条件不好，每次吃肯德基，妈妈都得吃一礼拜的馒头配开水。我的愿望就是帮妈妈重塑年轻，送她一套护肤品，让从不打扮护肤的妈妈也美一回@Curel珂润,4320428401318712.0,1,1,0
489,小乔的大乔梦,湖南湘潭,male,Lv.9,3062,12043,13765,2018-12-21 17:00:00,2019-03-20 03:03:27,feed,在家邀请朋友一起度过圣诞，雪花盛开着温暖，人间弥漫着蜜甜，烟筒袅袅出炊烟，火炉暖暖着慵懒，，顽童讨要着果糖，驯鹿跑出来健康。我的圣诞愿望是，希望圣诞老人变成我的随从，每天跟他提一个愿望，因为我的愿望实在太多了——世界和平，世人幸福，家人健康，朋友平安，我很有钱@Curel珂润查看图片,4320425456596472.0,1,1,0
490,Chenchen620205,北京,female,Lv.40,4996,1233,65141,2018-12-21 17:00:00,2019-03-20 03:03:29,feed,圣诞期待可以早点回家。知道圣诞节两个人还是继续在各自的岗位上加班，两个人昨晚大半夜回到家，突然都在感慨生活的不易，都想到不然不要干了，压力又大，又那么辛苦。就当调节剂，我圣诞定了蛋糕，那天给他惊喜吧，对于一个小胖子，吃最重要了。@红怜菡@长漆@仄荒@Curel珂润,4320417512506491.0,1,0,0
491,蟹壳里的蜗牛阿飞,浙江丽水,female,Lv.4,164,44,71,2018-12-21 17:00:00,2019-03-20 03:03:31,feed,#双11不差钱#，我在闲鱼发布了【日本Curel柯润爽肤水】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4320393416353962.0,0,0,0
492,台灣老馬誠信代購,台湾,male,Lv.9,49,94,678,2018-12-23 14:12:00,2019-03-20 03:03:33,feed,珂润水乳！平价好用❗️❗️强烈推荐！日本花王珂润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌​展开全文c,4320354878473529.0,0,0,0
493,手机壳种草货源批发零售招代理,海外,female,Lv.14,73,37566,1852,2018-12-23 11:38:00,2019-03-20 03:03:38,feed,🆚70包邮🇯🇵花王珂润面霜40g，它拿下17年cosme面霜类第一（高端部门），第1️⃣名珂润，第2️⃣名polaapex，第3️⃣名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的药妆品牌🏅为敏感干燥肌而生的品牌。弱酸性配，🏵日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质​展开全文c,4320349522330217.0,0,0,0
494,蒜香骨945,云南,female,Lv.9,262,87,1270,2018-12-23 11:17:00,2019-03-20 03:03:41,feed,男朋友不在身边啦@爱吃桔子de百里嘉福如果可以在身边的话，圣诞我们一定要一起去吃好吃的，弥补你这个学期的胃最开心的事情就是和你一起吃吃吃@Curel珂润​,4320346787760848.0,0,0,1
495,简简单单_代购,广东东莞,male,Lv.9,101,45,117,2018-12-23 11:06:00,2019-03-20 03:03:48,feed,Curel/珂润面霜润浸保湿滋养面霜👉🏻乳液的营养是20%，​水是80%👉🏻面霜的营养是80%，水是20%一个补水，一个锁水。乳液相当于杯子里的水，不盖盖子，水就蒸发掉了。面霜相当于盖子，涂在脸上，才能锁住肌肤水分，只用乳液不用面霜的妹纸们，霜一定要用哦，尤其25岁之后，最重要的是锁水！​展开全文c,4320299769811818.0,0,0,0
496,鱼q韩代-代购,湖南,female,Lv.39,416,7130,25332,2018-12-23 07:59:00,2019-03-20 03:03:50,feed,现货140不包邮日本Curel珂润保湿滋养面霜|干燥性敏感肌专用☁️日本cosme大赏面霜第一位🏆，这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试​展开全文c,4320180299679527.0,0,0,0
497,待我说别来无恙,山东,female,Lv.29,3144,579,6238,2018-12-23 00:05:00,2019-03-20 03:03:54,feed,@Curel珂润圣诞愿望：可以有一次体验珂润机会，一直听朋友说起多好用多好用，但是没有试过，想把脸好好收拾一下，不再敏感,4320176499237837.0,0,0,0
498,MM默默小店,河南,female,Lv.9,182,225,723,2018-12-21 17:00:00,2019-03-20 03:04:57,feed,❤❤❤晚安哟！！！⏩⏩💰6⃣0⃣包邮推荐给敏感肌们！🇯🇵日本curel珂润保湿泡沫洗面奶150ml，挤出来全是泡泡哦～敏感肌干燥肌推荐！弱酸性，🙅无香料、无着色✔️超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，打出​展开全文c,4320145696012277.0,0,0,0
499,张易困困困困,湖北武汉,female,Lv.35,710,3670,2805,2018-12-22 21:47:00,2019-03-20 03:05:01,feed,日本Curel珂润保湿滋养面霜40g，日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款乳霜产品。性敏感肌专用‼️,4320145181043802.0,0,3,0
500,种草酱015,湖南长沙,female,Lv.4,3,11,13,2018-12-22 21:45:00,2019-03-20 03:06:05,feed,日本cosme大赏面霜第一位💕Curel珂润面霜💕2长沙,4320136188027015.0,0,0,2
501,瑞纳香港每周一買,广东,female,Lv.44,471,9461,9609,2018-12-22 21:09:00,2019-03-20 03:06:08,feed,补个万宁的图，美源染发剂和curel2香港,4320124968131915.0,0,0,0
502,日本药妆买买买,海外日本,female,Lv.14,829,253,2610,2018-12-22 20:25:00,2019-03-20 03:06:11,feed,花王珂润水乳，化妆水三款选花王Curel珂润保湿柔肤水乳霜花王CUREL系列产品，是日本花王研究室专门为敏感肌肤设计。O网页链接需要的加微信yuui8521,4320111705910715.0,0,0,0
503,米娜家有三宝,no location,female,Lv.48,360,15234,13988,2018-12-22 19:32:00,2019-03-20 03:06:17,feed,无限回购，Curel保湿面霜，平价面霜中的战斗机，换季必备，主打温和保湿防过敏的面霜，好评满满的。这款在日本都很缺货，香港万宁、屈臣氏、SaSa里面专柜180一个，米娜家145包邮，现货还有20多个，有需要的先囤，下个月放假或电商法出来不一定还有。【米娜家包邮日本花王Curel珂润敏感肌润浸深层高​展开全文c,4320075953628629.0,0,1,0
504,CCcrystal--shop,广东广州,female,Lv.48,4823,13590,6578,2018-12-22 17:10:00,2019-03-20 03:06:19,feed,日本花王旗下的明星产品，curel卸妆蜜130g，专门为敏感肌肤设计的品牌，超级温和的❤️透明啫喱状，不会红脸颊，用了这个再也不会长闭口粉刺和不闷痘痘，防水性的睫毛膏唇液都能轻松卸干净,4320062557125395.0,0,0,0
505,海外代购时尚小屋,其他,female,Lv.10,233,211,6661,2018-12-22 16:17:00,2019-03-20 03:06:21,feed,日本Curel珂润面霜润浸保湿滋养乳霜40g冬季干燥敏感肌补水可用，日本Curel珂润面霜润浸保湿滋养乳霜40g冬季干燥敏感肌补水可用O网页链接,4320049461946714.0,0,0,0
506,乖啦瓜皮,其他,female,Lv.32,1536,1356,9646,2018-12-22 15:25:00,2019-03-20 03:06:25,feed,我的心愿是一张机票，一千三百八十八公里从南到北，从江苏飞去呼和浩特，带着春天去拥抱雪，春夏秋冬四个季节，我最喜欢冬天。冬天里头，我最喜欢大雪，须得是一场没日没夜酣畅淋漓的大雪，在早上醒来，窗户外天光大亮，人语声幽静，于是煮雪焙茗，在时光里，这种寡淡的浪漫，令我神往不已@Curel珂润,4320046505264796.0,0,0,0
507,美悦日韩美妆代购店,北京,female,Lv.4,76,23742,792,2018-12-21 17:00:00,2019-03-20 03:06:27,feed,现货🎯Curel珂润浸润保湿卸妆啫喱130g，🔘Curel卸妆可以做到想要有效清洁又不会给肌肤造成负担。添加了肌肤的必要成分神经酰胺，在守护肌肤滋润成分的同时，👍有效去除口红，眼线以及毛孔深处的粉底，防晒，不让肌肤失去水分，加重肌肤负担。💢啫...,4320024573105060.0,0,0,0
508,TroubleJ6507143716,其他,female,Lv.4,168,38,111,2018-12-22 13:46:00,2019-03-20 03:06:29,feed,@Curel珂润happy🎄……我希望我的愿望可以像圣诞🌲上的彩灯一个个被点亮家人平平安安，而我的皮肤希望明年会靓点哦，,4320024447378354.0,0,0,0
509,god_fish42,其他,female,Lv.14,234,157,595,2018-12-21 17:00:00,2019-03-20 03:07:53,feed,喜报羽田JAL免税店里有Curel！货很全！好歹便宜几百日元呢囤起来​,4320016713346912.0,0,0,1
510,爱milier,广东深圳,female,Lv.9,193,201,1741,2018-12-22 13:15:00,2019-03-20 03:07:57,feed,229💰珂润水乳！强烈推荐！日本花王珂润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌，95%亚洲​展开全文c,4320014246622087.0,0,2,0
511,爱milier,广东深圳,female,Lv.9,193,201,1741,2018-12-22 13:05:00,2019-03-20 03:08:00,feed,155💰～Curel/珂润面霜润浸保湿滋养面霜👉🏻乳液的营养是20%，​水是80%👉🏻面霜的营养是80%，水是20%一个补水，一个锁水。乳液相当于杯子里的水，不盖盖子，水就蒸发掉了。面霜相当于盖子，涂在脸上，才能锁住肌肤水分，只用乳液不用面霜的妹纸们，霜一定要用哦，尤其25岁之后，最重要的是​展开全文c,4320014041386308.0,0,0,0
512,么么1100,上海闵行区,male,Lv.9,230,109,2843,2018-12-22 13:04:00,2019-03-20 03:08:04,feed,年终品牌再度发力展示日本Curel珂润温和浸润补水乳液120ml，敏感肌专用😘😘配合滋润保湿成分[浸透保湿功能性神经酰胺、桉树提取物]能够更深层的渗透至整个角质层。并形成保护膜抵抗外部刺激、满满的润泽感调整肌肤水分平衡、平滑肌肤纹理💃🏻💃🏻。消炎剂配合。防止肌肤变粗糙。渗透力​展开全文c,4320003102427839.0,0,0,0
513,彩妆香水口红奢侈品批发代理,其他,female,Lv.29,392,10282,725,2018-12-22 12:21:00,2019-03-20 03:08:15,feed,💰99包邮敏感肌福音烂脸必备！日本curel珂润水乳套装，性价比之王。强烈推荐，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUR​展开全文c,4319990008081213.0,0,0,0
514,彩妆香水口红奢侈品批发代理,其他,female,Lv.29,392,10282,725,2018-12-22 11:29:00,2019-03-20 03:08:17,feed,🆚60包邮日本curel珂润保湿泡沫洗面奶150ml，挤出来全是泡泡哦～敏感肌干燥肌推荐！弱酸性，🙅无香料、无着色✔️超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，打出的是立体的泡泡，基本无味，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干​展开全文c,4319985935850581.0,0,0,0
515,手机壳种草货源批发零售招代理,海外,female,Lv.14,73,37566,1852,2018-12-22 11:12:00,2019-03-20 03:08:20,feed,🆚60包邮敏感肌福音烂脸必备！🇯🇵curel珂润水乳，性价比之王。强烈推荐，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUR​展开全文c,4319985020518892.0,0,0,0
516,水波粼09,上海,female,Lv.32,1053,470,11499,2018-12-22 11:09:00,2019-03-20 03:08:23,feed,特价180包邮🇯🇵花王珂润面霜40g，它拿下17年cosme面霜类第一（高端部门），第1️⃣名珂润，第2️⃣名polaapex，第3️⃣名lamer。curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的药妆品牌🏅为敏感干燥肌而生的品牌。弱酸性配，🏵日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质​展开全文c,4319984928648149.0,0,0,0
517,手机壳种草货源批发零售招代理,海外,female,Lv.14,73,37566,1852,2018-12-22 11:08:00,2019-03-20 03:08:26,feed,🆚60包邮推荐给敏感肌们！🇯🇵日本curel珂润保湿泡沫洗面奶150ml，挤出来全是泡泡哦～敏感肌干燥肌推荐！弱酸性，🙅无香料、无着色✔️超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，打出的是立体的泡泡，基本无味，用起来非常清爽，很舒服。感​展开全文c,4319984861994698.0,0,0,0
518,花花个花花,其他,female,Lv.23,250,294,395,2018-12-22 11:08:00,2019-03-20 03:09:44,feed,日本好用の面霜推荐Curel珂润平价但是贵妇都夸好的面霜，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，适合换季，便宜又好用的面霜，保湿性超好​​。​,4319983674855943.0,0,0,0
519,倪小二二儿,山东烟台,female,Lv.32,637,765,415,2018-12-22 11:03:00,2019-03-20 03:10:01,feed,@Curel珂润今年的圣诞愿望是希望自己不再咳嗽，每晚都睡不好，真是太折磨人了，还影响老公也睡不好，真的很抱歉2烟台·滨海路街区,4319977739127894.0,0,0,0
520,小仙女的傻生活,北京,female,Lv.4,37,43,31,2018-12-22 10:40:00,2019-03-20 03:10:22,feed,我的圣诞🎄愿望很简单，只是想男朋友能不出差，在家里陪陪我，希望自己可以拿到心仪的offer，希望自己考试成绩好，我做了很多努力，希望能够迎来好结尾，想要珂润的保湿润唇膏樱花粉，真的是炒鸡爱❤️，同样的祝福㊗️也送给珂润君，圣诞🎄快乐🎅❄️@Curel珂润​,4319965815718014.0,0,0,0
